Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
COMPLETED,NO,BEHAVIORAL: Nurse-led Supportive Care,FEMALE,"ADULT, OLDER_ADULT",NA,42,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2022-01-03,2022-06-10
RECRUITING,NO,"OTHER: Multimodal rehabilitation program + PNE (Therapeutic exercise, manual therapy and PNE)|OTHER: Multimodal rehabilitation program + traditional biomedical information|OTHER: Control group",ALL,"ADULT, OLDER_ADULT",NA,72,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2022-04-04,2024-04
UNKNOWN,NO,DEVICE: Acupuncture group,FEMALE,"ADULT, OLDER_ADULT",NA,59,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-11-25,2023-11-30
ACTIVE_NOT_RECRUITING,NO,DRUG: ARV-471 in combination with Everolimus,ALL,"ADULT, OLDER_ADULT",PHASE1,32,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-09-08,2024-11-30
RECRUITING,NO,OTHER: REASSURE,FEMALE,"ADULT, OLDER_ADULT",NA,110,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-11-16,2025-11
NOT_YET_RECRUITING,NO,DRUG: Giredestrant|DRUG: Abemaciclib|DRUG: Inavolisib,ALL,"ADULT, OLDER_ADULT",PHASE2,1260,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2024-03-01,2028-12-30
COMPLETED,NO,DRUG: Pentoxifylline|DRUG: Paclitaxel|DRUG: Placebo,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,66,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2021-10-03,2023-09-28
RECRUITING,NO,DRUG: Sulindac Pill|DRUG: Placebo,FEMALE,"ADULT, OLDER_ADULT",PHASE2,150,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2020-11-20,2025-02-28
RECRUITING,NO,DEVICE: intravaginal laser,FEMALE,"ADULT, OLDER_ADULT",NA,162,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-12-27,2025-12
RECRUITING,NO,BEHAVIORAL: educational yoga program|OTHER: no intervention,FEMALE,"ADULT, OLDER_ADULT",NA,108,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-02-11,2025-08
RECRUITING,NO,OTHER: Carbon Black Tattoo,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER_GOV,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-02-07,2024-03-01
RECRUITING,NO,DRUG: Entrectinib|DRUG: Letrozole|DRUG: Goserelin,FEMALE,"ADULT, OLDER_ADULT",PHASE2,65,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-01-14,2024-07
RECRUITING,NO,DRUG: Onvansertib|DRUG: Paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,50,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-09-30,2029-02-15
RECRUITING,NO,OTHER: Accessing personal medical records online via online portals,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2024-04-30,2025-06
ACTIVE_NOT_RECRUITING,NO,DRUG: SKL27969,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,96,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-09-12,2024-09
RECRUITING,NO,DRUG: Alpelisib|DRUG: Fulvestrant|DRUG: Alpelisib-matching placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,234,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-11-29,2026-09-23
RECRUITING,NO,DRUG: AVA6000,ALL,"ADULT, OLDER_ADULT",PHASE1,80,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-07-16,2023-06-30
RECRUITING,NO,DRUG: Palbociclib|DRUG: trastuzumab|DRUG: pyrotinib|DRUG: fulvestrant,FEMALE,"ADULT, OLDER_ADULT",PHASE2,37,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-15,2024-10-15
RECRUITING,NO,DRUG: Cyclophosphamide|DRUG: Docetaxel|OTHER: Medical Chart Review|OTHER: Questionnaire Administration,ALL,OLDER_ADULT,PHASE2,174,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2024-04-28,2027-03-20
RECRUITING,NO,DIAGNOSTIC_TEST: Polygenic risk score (PRS),ALL,"ADULT, OLDER_ADULT",NA,1076,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SCREENING,2020-07-17,2025-09-30
RECRUITING,NO,DEVICE: Carbon-Fibre Adjustable Reuseable Accessory (CARA),ALL,"ADULT, OLDER_ADULT",NA,220,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2020-06-11,2024-12-31
WITHDRAWN,NO,DRUG: Ociperlimab|DRUG: Tislelizumab|DRUG: Paclitaxel|DRUG: Nab-paclitaxel|DRUG: Carboplatin|DRUG: Placebo|DRUG: Pembrolizumab|DRUG: Gemcitabine,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-09-15,2029-07-18
RECRUITING,NO,RADIATION: Hypofractionation Radiotherapy.|RADIATION: Ultra-hypofractionation radiotherapy,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-01,2023-10-01
COMPLETED,NO,DRUG: Capivasertib|DRUG: Itraconazole,ALL,ADULT,PHASE1,11,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-02-01,2021-03-25
COMPLETED,NO,OTHER: Mobile Lymphedema Self-Care Support Program|OTHER: standart lymphedema education,FEMALE,ADULT,NA,98,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2021-09-01,2021-12-01
RECRUITING,NO,DRUG: Ribociclib|DRUG: Letrozole|DRUG: Anastrozole|DRUG: Goserelin|DRUG: Tamoxifen|DRUG: Fulvestrant,ALL,"ADULT, OLDER_ADULT",PHASE4,137,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-07-07,2029-09-03
WITHDRAWN,NO,DRUG: Carboplatin|DRUG: Cyclophosphamide|DRUG: Doxorubicin|DRUG: Paclitaxel|BIOLOGICAL: Panitumumab|BIOLOGICAL: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-11,2023-07-26
RECRUITING,NO,RADIATION: Hypofractionation,FEMALE,"ADULT, OLDER_ADULT",NA,120,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-06-27,2029-05-01
ENROLLING_BY_INVITATION,NO,BEHAVIORAL: Post-visit patient text messaging|BEHAVIORAL: Default pended order|BEHAVIORAL: High risk bidirectional post-visit text messaging,FEMALE,"ADULT, OLDER_ADULT",NA,21416,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH",2023-12-18,2024-12-18
RECRUITING,NO,OTHER: Acute Exercise,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-01-23,2024-10
RECRUITING,NO,PROCEDURE: Targeted Axillary Dissection|DIAGNOSTIC_TEST: Ultrasound of the axilla,FEMALE,"ADULT, OLDER_ADULT",NA,98,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-30,2025-05
RECRUITING,NO,OTHER: Counseling|OTHER: Educational Intervention|BEHAVIORAL: Questionnaire,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-03-18,2024-09-30
RECRUITING,NO,DIAGNOSTIC_TEST: Ga-PSMA PET/CT,FEMALE,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-05-30,2024-09
RECRUITING,NO,DRUG: Triptorelin Embonate|DRUG: Sodium Chloride solution 0.9%,FEMALE,"CHILD, ADULT",PHASE3,500,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-03-31,2032-01-31
RECRUITING,NO,BEHAVIORAL: Supportive Care (Fitbit),FEMALE,ADULT,NA,25,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-10-20,2024-12-31
NOT_YET_RECRUITING,NO,DRUG: 68Ga labeled HER2 Affibody,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,56,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-06-01,2023-12-01
RECRUITING,NO,OTHER: Vaginal Moisturizer|DEVICE: Vaginal Dilator,FEMALE,"ADULT, OLDER_ADULT",NA,59,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-08-03,2024-02-29
COMPLETED,NO,OTHER: Dedicated and coordinated monitoring,FEMALE,"ADULT, OLDER_ADULT",NA,45,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2020-02-28,2021-07-21
ACTIVE_NOT_RECRUITING,NO,DRUG: XL102|DRUG: Fulvestrant|DRUG: Abiraterone|DRUG: Prednisone,ALL,"ADULT, OLDER_ADULT",PHASE1,373,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-10,2024-10
RECRUITING,NO,BIOLOGICAL: HER-2 pulsed DC1|DRUG: Trastuzumab|DRUG: Pertuzumab|DRUG: Paclitaxel|PROCEDURE: Resection surgery,ALL,"ADULT, OLDER_ADULT",PHASE2,53,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-28,2025-01-31
RECRUITING,NO,OTHER: Aerobic Training|OTHER: Aerobic Training|OTHER: Aerobic Training|OTHER: Aerobic Training,FEMALE,"ADULT, OLDER_ADULT",NA,152,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-10-08,2025-07
NOT_YET_RECRUITING,NO,DRUG: PF-07220060|DRUG: Fulvestrant|DRUG: Everolimus|DRUG: Exemestane,ALL,"ADULT, OLDER_ADULT",PHASE3,510,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-12-15,2028-11-13
NOT_YET_RECRUITING,NO,PROCEDURE: Breast conserving surgery|PROCEDURE: Radical modified mastectomy,FEMALE,"ADULT, OLDER_ADULT",NA,300,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-03-01,2028-01-01
RECRUITING,NO,BIOLOGICAL: Trastuzumab Emtansine|DRUG: Placebo Administration|DRUG: Tucatinib|OTHER: Questionnaire Administration|OTHER: Quality-of-Life Assessment,ALL,"ADULT, OLDER_ADULT",PHASE3,1031,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-01-06,2035-05
NOT_YET_RECRUITING,NO,"PROCEDURE: Arm I (Prepectoral), Arm II (Subpectoral)",FEMALE,"ADULT, OLDER_ADULT",NA,114,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-01,2025-06-30
RECRUITING,NO,OTHER: Electronic Tumour-Specific Patient-Reported Outcomes (ePRO) questionnaires,ALL,"ADULT, OLDER_ADULT",PHASE3,128,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-03-30,2024-10-01
RECRUITING,NO,DEVICE: Use of the WeCancer app combined with the smartwatch.,FEMALE,"ADULT, OLDER_ADULT",NA,68,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-04-22,2024-05-31
NOT_YET_RECRUITING,NO,DRUG: FES|PROCEDURE: PET/MRI A|PROCEDURE: PET/MRI B|PROCEDURE: PET/MRI C|PROCEDURE: PET/MRI D|GENETIC: Translational analysis,FEMALE,"ADULT, OLDER_ADULT",NA,221,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-10-15,2028-11-01
UNKNOWN,NO,BIOLOGICAL: 4SCAR T cells,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-01,2023-12-31
WITHDRAWN,NO,RADIATION: Simultaneous integrated boost,FEMALE,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-04-16,2025-08-31
RECRUITING,NO,DEVICE: EVEBRA device,FEMALE,"ADULT, OLDER_ADULT",NA,90,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-07-12,2026-10
RECRUITING,NO,OTHER: Physical activity,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-04-08,2023-08
NOT_YET_RECRUITING,NO,OTHER: inspiratory muscle training,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-12-01,2024-09-01
RECRUITING,NO,DRUG: Giredestrant|DRUG: Endocrine Therapy of Physician's Choice|DRUG: LHRH Agonist|DRUG: Abemaciclib,ALL,"ADULT, OLDER_ADULT",PHASE3,4200,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-08-27,2033-11-21
COMPLETED,NO,DRUG: Lansoprazole|DRUG: Placebo,FEMALE,"ADULT, OLDER_ADULT",PHASE3,66,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-06-10,2022-11-05
RECRUITING,NO,DRUG: Disitamab Vedotin combined with Tislelizumab,ALL,"ADULT, OLDER_ADULT",PHASE4,42,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-02-01,2026-02-01
RECRUITING,NO,OTHER: Aerobic Exercise|OTHER: Dietary Intervention|OTHER: Quality-of-Life Assessment|OTHER: Questionnaire Administration|OTHER: Resistance Training,FEMALE,"ADULT, OLDER_ADULT",NA,62,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-11-22,2025-04-30
RECRUITING,NO,PROCEDURE: Blood draw|PROCEDURE: Post-mortem tissue collection,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-11-30,2035-09
UNKNOWN,NO,DRUG: Cyclodynon|BEHAVIORAL: Lifestyl modification,FEMALE,ADULT,PHASE4,150,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-22,2022-05-01
RECRUITING,NO,DRUG: MRG002,ALL,"ADULT, OLDER_ADULT",PHASE2,99,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-03-23,2023-10
NOT_YET_RECRUITING,NO,DRUG: Vinorelbine|RADIATION: Radiotherapy|DRUG: PD-1/PD-L1 inhibitor|DRUG: GM-CSF|DRUG: IL-2,ALL,"ADULT, OLDER_ADULT",PHASE2,45,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-30,2024-10-17
COMPLETED,NO,DRUG: DAN-222|DRUG: Niraparib,FEMALE,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-02,2023-10-11
UNKNOWN,NO,DRUG: Sintilimab+Apatinib+Albumin-Bound Paclitaxel(Nab-Paclitaxel)+Carboplatin,FEMALE,"ADULT, OLDER_ADULT",PHASE2,34,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-02-01,2023-01-31
RECRUITING,NO,DRUG: TOS-358,ALL,"ADULT, OLDER_ADULT",PHASE1,241,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-02-15,2025-12
RECRUITING,NO,OTHER: Whole Body Vibration exercise - WBV,FEMALE,"ADULT, OLDER_ADULT",NA,44,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-10-17,2024-04-25
RECRUITING,NO,DRUG: Camrelizumab|DRUG: Apatinib|DRUG: Nab-paclitaxel|DRUG: Epirubicin|DRUG: Cyclophosphamide,FEMALE,"ADULT, OLDER_ADULT",PHASE2,35,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-11-01,2026-12-31
RECRUITING,NO,DRUG: Association atezolizumab + BDB001 + RT|DRUG: Association atezolizumab + BDB001+ RT|DRUG: Association atezolizumab + BDB001+ RT|DRUG: Association atezolizumab + BDB001 + RT|DRUG: Association atezolizumab + BDB001 + RT|DRUG: Association atezolizumab + BDB001 + RT,ALL,"ADULT, OLDER_ADULT",PHASE2,247,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-03-31,2026-03
ACTIVE_NOT_RECRUITING,NO,OTHER: Oncological physical exercise intervention|OTHER: Active Physical Activities intervention,FEMALE,"ADULT, OLDER_ADULT",NA,76,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-01-12,2023-07-31
TERMINATED,NO,DRUG: RTX-224,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,7,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-01-12,2022-11-30
RECRUITING,NO,RADIATION: Preoperative MRI-guided tumor-bed boost and postopreative ultra-hypofractionated radiotherapy (26 Gy/5.2Gy/5),FEMALE,"CHILD, ADULT",NA,102,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-06-21,2028-07
RECRUITING,NO,DRUG: Cisplatin|DRUG: Nab-paclitaxel|DRUG: Pembrolizumab|DRUG: Olaparib,ALL,"ADULT, OLDER_ADULT",PHASE2,136,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-09-07,2025-03-01
COMPLETED,NO,PROCEDURE: RIB+SAP blocks,FEMALE,"ADULT, OLDER_ADULT",NA,64,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-09-21,2023-04-14
RECRUITING,NO,DIAGNOSTIC_TEST: 68Ga-FAPI-46 PET scan,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-11-16,2026-04
RECRUITING,NO,BEHAVIORAL: HEALTH FAITH MODEL GUIDED IN CANCER FREQUENTLY SEEN IN WOMEN EARLY DIAGNOSIS AND SCREENING METHODS EDUCATION|BEHAVIORAL: STANDART CANCER EDUCATİON,FEMALE,"ADULT, OLDER_ADULT",NA,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SCREENING",2023-01-01,2023-07-01
COMPLETED,NO,DRUG: Atezolizumab|DRUG: Paclitaxel|DRUG: Bevacizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-10-05,2023-12-07
COMPLETED,NO,DRUG: PRT2527,ALL,"ADULT, OLDER_ADULT",PHASE1,30,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-14,2023-12-06
RECRUITING,NO,OTHER: Copper Cu 64-DOTA-Trastuzumab|PROCEDURE: Magnetic Resonance Imaging|DEVICE: Positron Emission Tomography|BIOLOGICAL: Trastuzumab|BIOLOGICAL: Trastuzumab Deruxtecan,ALL,"ADULT, OLDER_ADULT",PHASE4,10,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-12-21,2026-02-25
RECRUITING,NO,PROCEDURE: axillary surgery de-escalation after NAT,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-06-18,2025-12-01
COMPLETED,NO,BEHAVIORAL: mindfulness-based stress reduction program,FEMALE,"ADULT, OLDER_ADULT",NA,70,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-09-29,2022-06-30
COMPLETED,NO,BIOLOGICAL: Imprime PGG|BIOLOGICAL: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,26,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-11-09,2023-04-12
RECRUITING,NO,DRUG: GQ1001,ALL,"ADULT, OLDER_ADULT",PHASE1,96,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-07,2024-05-01
RECRUITING,NO,DRUG: Paclitaxel|DRUG: Pertuzumab|DRUG: Margetuximab|DRUG: Trastuzumab,ALL,"ADULT, OLDER_ADULT",PHASE2,171,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-13,2027-07-01
ACTIVE_NOT_RECRUITING,NO,RADIATION: Breast Irradiation after Breast-Conserving Surgery,FEMALE,"ADULT, OLDER_ADULT",NA,147,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-10-01,2025-12-31
NOT_YET_RECRUITING,NO,"DRUG: Capecitabine and Pyrotinib|DRUG: Capecitabine,Trastuzumab, and Pertuzumab",FEMALE,"ADULT, OLDER_ADULT",PHASE2,200,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-01,2024-12
ENROLLING_BY_INVITATION,NO,DRUG: 18F-FDG|DRUG: Injection of hyperpolarized [1-13C]Pyruvate|PROCEDURE: PET/MR/MRS/MRSI scanning,ALL,"ADULT, OLDER_ADULT",PHASE2,15,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-05-18,2024-12
NOT_YET_RECRUITING,NO,PROCEDURE: PECs block during mastectomy|PROCEDURE: Sham block,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-04-01,2024-12-30
RECRUITING,NO,DRUG: TQB2102 for injection,ALL,"ADULT, OLDER_ADULT",PHASE1,150,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-11-17,2026-12
COMPLETED,NO,BEHAVIORAL: REx Condition First|BEHAVIORAL: Sedentary Control Condition First,FEMALE,ADULT,NA,21,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-02-07,2022-02-05
RECRUITING,NO,DRUG: Dalpiciclib combined with aromatase inhibitors,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-01,2025-10-31
