Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
COMPLETED,NO,BIOLOGICAL: Bacille Calmette-Guérin (BCG)|OTHER: Placebo Comparator,ALL,"ADULT, OLDER_ADULT",PHASE3,1000,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-05-04,2022-01-02
COMPLETED,NO,DEVICE: Nasal lavages with Tonimer Panthexyl®,ALL,"ADULT, OLDER_ADULT",NA,107,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-03-08,2022-04-14
UNKNOWN,NO,DRUG: Leukotriene Receptor Antagonist|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,66,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-02-28,2021-12
RECRUITING,NO,DEVICE: Electric pad for human external pain therapy,ALL,"ADULT, OLDER_ADULT",NA,274,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-27,2022-06
TERMINATED,NO,BIOLOGICAL: blood tests|BIOLOGICAL: Nasopharyngeal swabs|BIOLOGICAL: Stools,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-06-11,2022-02-21
COMPLETED,NO,BIOLOGICAL: ICC Vaccine|BIOLOGICAL: qNIV Nanoparticle Vaccine2 in-clinic mixed with Matrix-M1 Adjuvant|BIOLOGICAL: SARS-CoV-2 rS Nanoparticle Vaccine in-clinic mixed with Matrix-M1 Adjuvant,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,642,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-09-08,2022-04-22
COMPLETED,NO,DRUG: Colchicine plus symptomatic treatment (paracetamol)|DRUG: Symptomatic treatment (paracetamol or best symptomatic treatment based on doctor recommendations),ALL,"ADULT, OLDER_ADULT",PHASE3,70,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-08-19,2022-10-11
COMPLETED,NO,"DIAGNOSTIC_TEST: Assessing antibody responses, neutralizing capacity and memory B-cell function",ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2020-07-31,2022-12-31
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: mRNA-1273.214,ALL,CHILD,PHASE3,931,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2022-06-21,2024-06-28
COMPLETED,NO,DIETARY_SUPPLEMENT: Viusid and Asbrip|DRUG: COVID-19 Standard Therapy,ALL,"ADULT, OLDER_ADULT",NA,80,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-01-08,2021-09-15
TERMINATED,NO,DRUG: Edoxaban Tablets|DRUG: Colchicine Tablets,ALL,"ADULT, OLDER_ADULT",PHASE3,60,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-01-21,2022-08-31
RECRUITING,NO,DRUG: Lopinavir-Ritonavir|DRUG: Corticosteroid|DRUG: Hydroxychloroquine|DRUG: Azithromycin|BIOLOGICAL: Convalescent plasma|DRUG: Tocilizumab|BIOLOGICAL: Immunoglobulin|DRUG: Synthetic neutralising antibodies|DRUG: Aspirin|DRUG: Colchicine|DRUG: Baricitinib|DRUG: Anakinra|DRUG: Dimethyl fumarate|DRUG: High Dose Corticosteroid|DRUG: Empagliflozin|DRUG: Sotrovimab|DRUG: Molnupiravir|DRUG: Paxlovid|DRUG: Baloxavir Marboxil|DRUG: Oseltamivir|DRUG: Low-dose corticosteroids: Dexamethasone|DRUG: Low-dose corticosteroids: Dexamethasone,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,70000,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-19,2036-06-30
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: 6-Week Self-Management Group,ALL,"ADULT, OLDER_ADULT",NA,51,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-01-18,2024-02
SUSPENDED,NO,OTHER: Sample Collection,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2500,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-12-12,2024-06-30
UNKNOWN,NO,BIOLOGICAL: Coronavirus vaccination,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-02-11,2023-07-30
WITHDRAWN,NO,DRUG: ORTD-1 low dose|DRUG: ORTD-1 mid dose|DRUG: ORTD-1 high dose|OTHER: Vehicle control,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04,2021-07
RECRUITING,NO,BEHAVIORAL: Community Health Worker led curriculum,ALL,"CHILD, ADULT, OLDER_ADULT",NA,66,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-10-11,2023-05
COMPLETED,NO,OTHER: TR|OTHER: TSu,ALL,"ADULT, OLDER_ADULT",NA,74,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-03-26,2021-12-20
COMPLETED,NO,BIOLOGICAL: Prolastin|DRUG: Standard Medical Treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-29,2021-06-10
WITHDRAWN,NO,DRUG: Nasal Spray,ALL,"ADULT, OLDER_ADULT",PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (CARE_PROVIDER)|Primary Purpose: TREATMENT,2021-12-08,2022-08-08
COMPLETED,NO,DEVICE: Biosound Therapy System,ALL,"ADULT, OLDER_ADULT",NA,13,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-29,2022-01-19
RECRUITING,NO,BEHAVIORAL: Long COVID Coping and Recovery (LCCR) Intervention,ALL,"ADULT, OLDER_ADULT",NA,36,FED,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-10-01,2024-09-30
RECRUITING,NO,BEHAVIORAL: manual-based group interventions,ALL,"ADULT, OLDER_ADULT",NA,96,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-11,2024-11
COMPLETED,YES,DRUG: Intermediate dose thromboprophylaxis|DRUG: Standard of Care thromboprophylaxis,ALL,"ADULT, OLDER_ADULT",PHASE4,176,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-06,2021-04-16
COMPLETED,NO,DIETARY_SUPPLEMENT: Zinc|DIETARY_SUPPLEMENT: Placebo,ALL,"ADULT, OLDER_ADULT",NA,460,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-02-15,2022-05-04
COMPLETED,NO,PROCEDURE: prolonged prone position ventilation,ALL,"ADULT, OLDER_ADULT",NA,52,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-10-01,2022-01-01
COMPLETED,NO,"DRUG: Mixture 3,6% H2 in N2 (96.4%)",ALL,"ADULT, OLDER_ADULT",PHASE1,12,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-12-01,2023-05-23
ACTIVE_NOT_RECRUITING,NO,DRUG: Nitazoxanide|DRUG: Placebo|DIETARY_SUPPLEMENT: Vitamin Super B-Complex,ALL,"ADULT, OLDER_ADULT",PHASE3,1407,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-05-13,2024-05
COMPLETED,NO,BIOLOGICAL: Intravenous Immune Globulin|DRUG: Standard Medical Treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-02,2021-03-03
ACTIVE_NOT_RECRUITING,NO,OTHER: Respicure®|OTHER: Standard of care,ALL,"ADULT, OLDER_ADULT",NA,480,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-10-27,2024-07
COMPLETED,NO,BIOLOGICAL: recombinant Ad5 vectored COVID-19 vaccine|BIOLOGICAL: RBD-based protein subunit vaccine (ZF2001) against COVID-19|BIOLOGICAL: trivalent split influenza vaccine,ALL,"ADULT, OLDER_ADULT",PHASE4,120,NETWORK,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-04-07,2022-03-04
UNKNOWN,NO,BIOLOGICAL: BNT162a1|BIOLOGICAL: BNT162b1|BIOLOGICAL: BNT162b2|BIOLOGICAL: BNT162c2,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,512,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-23,2023-04
NOT_YET_RECRUITING,NO,BIOLOGICAL: Blood sample (at inclusion and 6 months later)|OTHER: Patient questionnaires (at inclusion and 6 months later),ALL,"ADULT, OLDER_ADULT",NA,100,OTHER_GOV,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-04,2024-01
COMPLETED,NO,"DRUG: NANOS1 , argent colloïdal ,",ALL,"ADULT, OLDER_ADULT",PHASE3,116,NETWORK,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-01-01,2022-02-20
RECRUITING,NO,OTHER: Intervention group,ALL,"ADULT, OLDER_ADULT",NA,66,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-04-24,2024-03
UNKNOWN,NO,DIETARY_SUPPLEMENT: Vitamin D,ALL,ADULT,NA,900,OTHER_GOV,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-09-01,2021-04-28
COMPLETED,NO,DEVICE: Lucira COVID-19 & Flu Test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,1066,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-10-11,2023-02-16
RECRUITING,NO,DRUG: FB2001|DRUG: FB2001 placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,1188,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-09-14,2023-12
WITHDRAWN,NO,OTHER: Real-time assessment using the VieCovid2020 smartphone application,ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2021-12-15,2023-06-15
COMPLETED,YES,BIOLOGICAL: GAMUNEX-C|DRUG: Standard Medical Treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,100,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-17,2021-10-25
UNKNOWN,NO,DRUG: Convalescent plasma,ALL,"ADULT, OLDER_ADULT",PHASE3,231,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06,2021-12
TERMINATED,NO,DRUG: Enzalutamide Pill,ALL,"ADULT, OLDER_ADULT",PHASE2,42,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-07-15,2021-05-29
COMPLETED,NO,OTHER: PRAYER,ALL,"ADULT, OLDER_ADULT",NA,200,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2020-08-01,2022-01-01
COMPLETED,YES,BIOLOGICAL: BRII-196|BIOLOGICAL: BRII-198|BIOLOGICAL: Placebo|BIOLOGICAL: Remdesivir,ALL,"ADULT, OLDER_ADULT",PHASE3,353,NIH,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-16,2022-10-10
RECRUITING,NO,DRUG: S-217622|DRUG: Placebo,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,2200,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2023-06-09,2024-02-28
COMPLETED,YES,DRUG: Ruconest,ALL,"ADULT, OLDER_ADULT",PHASE2,38,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2020-11-30,2021-12-01
ACTIVE_NOT_RECRUITING,NO,COMBINATION_PRODUCT: Atorvastatin Calcium Tablets,MALE,"ADULT, OLDER_ADULT",PHASE1,1,INDIV,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-05-01,2023-07-31
WITHDRAWN,NO,DRUG: TCB008,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-12-13,2022-04-13
COMPLETED,NO,BIOLOGICAL: multipeptide cocktail,ALL,"ADULT, OLDER_ADULT",PHASE1,36,OTHER,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2020-11-27,2021-12-02
COMPLETED,YES,DRUG: Favipiravir|DRUG: Placebo|OTHER: Standard of care treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,149,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-07-12,2021-04-16
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: AZD3152 (Cohort 1)|BIOLOGICAL: Placebo (Cohort 1)|BIOLOGICAL: AZD3152 (Cohort 2)|BIOLOGICAL: Placebo (Cohort 2)|BIOLOGICAL: AZD3152 (Cohort 3)|BIOLOGICAL: Placebo (Cohort 3),ALL,ADULT,PHASE1,24,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-07-31,2024-12-19
UNKNOWN,NO,DRUG: Drug COVID19-0001-USR|DRUG: normal saline,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-11-02,2021-08-30
UNKNOWN,NO,DRUG: Lopinavir/Ritonavir 200 MG-50 MG Oral Tablet|DRUG: Telmisartan 40Mg Oral Tablet|DRUG: Atorvastatin 20 Mg Oral Tablet,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,294,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-27,2021-03-26
COMPLETED,NO,BIOLOGICAL: mRNA-1283|BIOLOGICAL: mRNA-1283.211|BIOLOGICAL: mRNA-1273|BIOLOGICAL: mRNA-1283.529,ALL,"ADULT, OLDER_ADULT",PHASE2,543,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-12-06,2023-03-23
COMPLETED,YES,BIOLOGICAL: CT-P59,ALL,ADULT,PHASE1,18,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-04,2021-04-05
TERMINATED,YES,DRUG: PF-07304814|DRUG: Placebo|BIOLOGICAL: Remdesivir,ALL,"ADULT, OLDER_ADULT",PHASE3,58,NIH,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-09-15,2023-07-14
RECRUITING,NO,BIOLOGICAL: Convalescent Plasma 1 Unit|BIOLOGICAL: Convalescent Plasma 2 Units|OTHER: Standard of Care,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,240,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-16,2021-03-30
RECRUITING,NO,BIOLOGICAL: Nasopharyngeal swab for RT-PCR SARS-CoV-2,ALL,ADULT,NA,50,NETWORK,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-07-01,2024-07-01
RECRUITING,NO,DRUG: Synthetic Vitamin B1,ALL,"ADULT, OLDER_ADULT",PHASE4,480,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-01-08,2023-12-08
COMPLETED,NO,BIOLOGICAL: RUTI® vaccine|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,251,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-01-06,2021-11-11
WITHDRAWN,NO,DRUG: Vitamin D3 or Placebo|DEVICE: Doctella telehealth monitoring,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-08-01,2021-06-01
COMPLETED,NO,BIOLOGICAL: serology and ELISPOT test|BIOLOGICAL: serology,ALL,"ADULT, OLDER_ADULT",NA,539,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2021-06-02,2022-01-26
TERMINATED,YES,BIOLOGICAL: C19-IG 20%|DRUG: 0.9% Sodium chloride,ALL,"ADULT, OLDER_ADULT",PHASE3,465,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-28,2021-12-27
UNKNOWN,NO,BIOLOGICAL: Human COVID-19 immunoglobulin (pH4) for intravenous injection|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,180,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-12-30,2023-11-30
COMPLETED,NO,DRUG: pulse steroid and nanogam,ALL,"ADULT, OLDER_ADULT",PHASE4,178,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-03-30,2020-11-14
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: oral polio vaccine + information|BEHAVIORAL: Information,ALL,"ADULT, OLDER_ADULT",PHASE4,3400,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-07-15,2022-05
UNKNOWN,NO,BIOLOGICAL: SCTA01|BIOLOGICAL: SCTA01 Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,560,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-02-25,2021-11-25
WITHDRAWN,NO,DRUG: Hydroxychloroquine Sulfate 200 MG [Plaquenil]|DRUG: Azithromycin 250 MG Oral Capsule|DRUG: Placebo oral tablet|DRUG: Placebo oral capsule,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-02,2020-09-02
COMPLETED,NO,"BIOLOGICAL: SARS-CoV-2 Vaccine (Vero Cell), Inactivated",ALL,"CHILD, ADULT, OLDER_ADULT",PHASE3,1800,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-07-02,2022-04-29
COMPLETED,NO,DRUG: Tocilizumab,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE4,93,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-12,2020-06-12
WITHDRAWN,NO,DEVICE: Helmet Continuous Positive Airway Pressure (CPAP)|DEVICE: High Flow Nasal Oxygen (HFNO),ALL,"ADULT, OLDER_ADULT",NA,0,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2021-11-15,2022-12-15
COMPLETED,NO,DEVICE: Invasive mechanical ventilation using the Unisabana-Herons Ventilator during 24 hours,ALL,"ADULT, OLDER_ADULT",NA,5,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DEVICE_FEASIBILITY,2020-07-28,2020-09-20
COMPLETED,NO,DRUG: Losartan,ALL,"ADULT, OLDER_ADULT",PHASE1,34,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-04-04,2020-08-17
RECRUITING,NO,DRUG: Hydroxychloroquine|DIETARY_SUPPLEMENT: Vitamin C|DIETARY_SUPPLEMENT: Vitamin D|DIETARY_SUPPLEMENT: Zinc,ALL,"ADULT, OLDER_ADULT",PHASE2,600,OTHER,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-06-22,2025-07
COMPLETED,NO,DRUG: Dipyridamole ER 200mg/ Aspirin 25mg orally/enterally AND Standard of care|OTHER: Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE3,99,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-10-21,2021-10-15
UNKNOWN,NO,DRUG: Favipiravir Combined With Tocilizumab|DRUG: Favipiravir|DRUG: Tocilizumab,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-03-08,2020-05
COMPLETED,NO,DRUG: IVERMECTIN (IVER P®) arm will receive IVM 600 µg / kg once daily plus standard care. CONTROL arm will receive standard care.,ALL,"ADULT, OLDER_ADULT",PHASE2,45,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-18,2020-09-29
NOT_YET_RECRUITING,NO,OTHER: COPERIA-REHAB,ALL,"ADULT, OLDER_ADULT",NA,56,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2022-12-14,2023-11-14
COMPLETED,NO,DIAGNOSTIC_TEST: Blood sample for serological test,ALL,"ADULT, OLDER_ADULT",NA,1466,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2020-04-17,2021-07-16
UNKNOWN,NO,DRUG: GNS561,ALL,"ADULT, OLDER_ADULT",PHASE2,178,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-18,2021-12-30
COMPLETED,NO,DEVICE: Transcranial direct-current stimulation|DEVICE: Transcranial direct-current stimulation|DEVICE: Sham Transcranial direct-current stimulation,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-08-10,2021-10-11
COMPLETED,NO,OTHER: Serology test follow-up,ALL,"ADULT, OLDER_ADULT",NA,80,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-07-01,2022-05-23
